stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,34,0.8240179317020121,0.0043525327780576505,14.739735500072129,3,gini,,10,4,0.05,False
1,25,2,48,0.8161856119816163,0.0007752917185553503,15.788348099973518,3,gini,40.0,20,1,0.05,False
1,25,3,17,0.8160638609232777,0.010806404088153625,15.939198499952909,3,gini,40.0,2,2,0.05,False
1,25,4,27,0.8159460990314348,0.0012590611385639215,62.777676000026986,3,gini,80.0,10,2,0.2,False
1,25,5,28,0.8148084538797326,0.003950753610218213,15.327127099968493,3,gini,80.0,2,4,0.05,False
1,25,6,69,0.8148084538797326,0.003950753610218213,15.085529499978293,3,gini,60.0,5,4,0.05,False
1,25,7,59,0.8140867086252294,0.007826377218444435,48.453513799991924,3,entropy,,10,2,0.1,False
1,25,8,62,0.8139378180229061,0.0056198955892163395,28.783954199869186,3,gini,40.0,20,4,0.1,False
1,25,9,90,0.8134978031484191,0.009484700381234366,31.849838200083468,3,gini,80.0,2,2,0.1,False
1,25,10,64,0.8123977195304527,0.01101222647964541,46.38700789993163,3,entropy,20.0,2,4,0.1,False
1,25,11,46,0.8113421457980414,0.013747597968723683,46.147084899945185,3,entropy,20.0,20,4,0.1,False
1,25,12,65,0.8113421457980414,0.013747597968723683,46.120415499957744,3,entropy,40.0,20,4,0.1,False
1,25,13,44,0.8104181265917624,0.0029147210339642727,31.821842500008643,3,gini,80.0,20,1,0.1,False
1,25,14,40,0.8103111361733734,0.006608884934818053,47.03153659997042,3,entropy,80.0,2,2,0.1,False
1,25,15,96,0.8098860720987462,0.004116588788477362,24.90618520003045,3,entropy,,10,1,0.05,False
1,25,16,94,0.8097788573808291,0.0032125876228357615,13.368726799963042,3,gini,20.0,2,8,0.05,False
1,25,17,33,0.8092086965525578,0.008109365728862113,94.91652739990968,3,entropy,60.0,2,2,0.2,False
1,25,18,54,0.8088656337231169,0.0018452180904643173,13.386432400031481,3,gini,60.0,10,8,0.05,False
1,25,19,7,0.8087902396869837,0.00522473305587587,43.41429710004013,3,entropy,40.0,2,8,0.1,False
1,25,20,10,0.8087902396869837,0.00522473305587587,44.064602299942635,3,entropy,40.0,10,8,0.1,False
1,25,21,51,0.8087902396869837,0.00522473305587587,44.10405530000571,3,entropy,60.0,2,8,0.1,False
1,25,22,79,0.8084051443685096,0.009010369437139565,48.234695000050124,3,entropy,20.0,20,1,0.1,False
1,25,23,22,0.8074412866305947,0.006316704365053383,48.79265210003359,3,entropy,20.0,5,1,0.1,False
1,25,24,99,0.807425584036722,0.013607281098286768,22.23453660000814,3,entropy,40.0,20,8,0.05,False
1,25,25,58,0.8068736724607742,0.002122954223736104,22.434544800024014,3,entropy,40.0,10,8,0.05,False
1,25,26,25,0.8063309695503013,0.007824710583361226,48.18555249995552,3,entropy,80.0,5,2,0.1,False
1,25,27,56,0.8063160032440452,0.010765467568971968,6.4077804000116885,3,gini,,20,2,0.02,False
1,25,28,43,0.8061679358555934,0.0018077676898358476,6.577321000047959,3,gini,40.0,10,2,0.02,False
1,25,29,87,0.8059151377988863,0.0021632967102026895,89.32135320000816,3,entropy,80.0,20,2,0.2,False
1,25,30,30,0.8058713051687961,0.006001177308548573,4.425232500012498,3,gini,,5,2,sqrt,False
1,25,31,11,0.8045714996411851,0.007912135295829797,10.360470700019505,3,entropy,60.0,10,4,0.02,False
1,25,32,86,0.8044130699439757,0.01363163247442083,4.5356729999766685,3,gini,60.0,2,1,sqrt,False
1,25,33,80,0.8043725833030724,0.008180482079241245,10.041637399990577,3,entropy,,10,4,0.02,False
1,25,34,89,0.8035723831970145,0.00931298696764659,18.807013500016183,3,gini,40.0,10,1,0.1,True
1,25,35,76,0.8031358788886985,0.0037905220855611035,19.430796599946916,3,gini,80.0,5,2,0.1,True
1,25,36,20,0.8023253531343427,0.004732557460149905,19.44679030001862,3,gini,60.0,20,1,0.1,True
1,25,37,66,0.801693782235561,0.006039767023290846,9.544337999948766,3,entropy,20.0,10,8,0.02,False
1,25,38,98,0.801693782235561,0.006039767023290846,9.5482803999912,3,entropy,40.0,10,8,0.02,False
