iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
0,25,1,1,0.904445724659693,0.012035361630450565,19.211076600011438,3,gini,40.0,2,1,0.2,False
0,25,2,48,0.898856975799478,0.021134455022315222,26.324224699870683,3,entropy,80.0,2,1,0.2,False
0,25,3,25,0.8986285968095933,0.016997678195631815,13.822068199981004,3,entropy,,2,1,0.1,False
0,25,4,43,0.8979035575471142,0.01833835643785883,25.36407840019092,3,entropy,40.0,10,4,0.2,False
0,25,5,51,0.8979035575471142,0.01833835643785883,25.720569800119847,3,entropy,60.0,10,4,0.2,False
0,25,6,53,0.8974285790040826,0.009426875867102924,26.866248399950564,3,entropy,,5,1,0.2,False
0,25,7,82,0.89639286869952,0.008627057517084997,25.703118999837898,3,entropy,80.0,10,2,0.2,False
0,25,8,32,0.8954392302228934,0.017687919335654716,13.436415100004524,3,entropy,60.0,2,4,0.1,False
0,25,9,78,0.8954392302228934,0.017687919335654716,13.271052600000985,3,entropy,80.0,5,4,0.1,False
0,25,10,31,0.8942218094775071,0.012120953107852054,9.930657900054939,3,gini,,2,1,0.1,False
0,25,11,5,0.8928568456243263,0.01661708259441101,7.007748399977572,3,entropy,,5,4,0.05,False
0,25,12,81,0.8928568456243263,0.01661708259441101,6.941008999943733,3,entropy,,2,4,0.05,False
0,25,13,8,0.8922540855879325,0.011375765966098126,15.384984100121073,3,gini,60.0,5,8,0.2,False
0,25,14,36,0.8913046994533781,0.015543278736435236,9.208518199971877,3,gini,,20,2,0.1,False
0,25,15,23,0.8907321514831041,0.010356507477393676,14.969358999980614,3,gini,60.0,20,8,0.2,False
0,25,16,80,0.8907321514831041,0.010356507477393676,15.191299400059506,3,gini,40.0,20,8,0.2,False
0,25,17,60,0.8904917446080437,0.015882705883797206,8.560279700090177,3,gini,80.0,2,4,0.1,False
0,25,18,27,0.8904305353638287,0.011337017184574675,13.16537529998459,3,entropy,,20,4,0.1,False
0,25,19,67,0.8903730090853479,0.011289759441816278,6.660521399928257,3,entropy,,2,8,0.05,False
0,25,20,63,0.8897415964546047,0.016627842314608423,5.120062599889934,3,gini,60.0,10,1,0.05,False
0,25,21,94,0.8892047517386295,0.01570124479157473,11.806441699969582,3,gini,60.0,5,1,0.2,True
0,25,22,87,0.8881151140303939,0.01694755481294495,4.782696800190024,3,gini,60.0,10,2,0.05,False
0,25,23,84,0.8857935955552506,0.0105089058798167,11.325546200037934,3,gini,80.0,2,1,0.2,True
0,25,24,85,0.8851192313753286,0.01864636587977069,3.5774941000854596,3,entropy,40.0,2,1,sqrt,False
0,25,25,12,0.8849627074010614,0.01143988358546628,3.3711786000058055,3,entropy,,20,1,sqrt,False
0,25,26,9,0.8843865229253423,0.018676588561058492,12.467955899890512,3,entropy,,10,8,0.1,False
0,25,27,88,0.8837583789326032,0.011651035504865107,11.897806199849583,3,gini,40.0,10,1,0.2,True
0,25,28,15,0.8833314757512167,0.011283866392774114,3.1215003000106663,3,entropy,20.0,20,1,0.02,False
0,25,29,59,0.8833314757512167,0.011283866392774114,3.2955657000420615,3,entropy,,20,1,0.02,False
0,25,30,19,0.88264587224278,0.016320411297141197,3.5695262000663206,3,entropy,40.0,10,2,sqrt,False
0,25,31,73,0.8826384647163675,0.012657415868762392,10.316552300006151,3,gini,60.0,2,4,0.2,True
0,25,32,97,0.8823869498783748,0.016538860778065562,8.22466579999309,3,entropy,,10,1,0.1,True
0,25,33,86,0.8817397543237351,0.01472341405876113,2.3664009000640363,3,gini,20.0,2,1,0.02,False
0,25,34,50,0.8813906115433832,0.010141770249734793,3.5765073001384735,3,entropy,80.0,20,2,sqrt,False
0,25,35,57,0.8812333688743181,0.01293285226426157,4.079649699968286,3,gini,80.0,2,8,0.05,False
0,25,36,42,0.8810648921085074,0.01794327680691015,2.636546100024134,3,gini,80.0,20,1,sqrt,False
0,25,37,79,0.880580604933054,0.011682666492194385,10.187621699995361,3,gini,60.0,10,4,0.2,True
0,25,38,20,0.8801409117963951,0.011146732508961988,3.5114539000205696,3,entropy,40.0,10,1,sqrt,False
0,25,39,66,0.8800358233162356,0.01780378563814973,3.160033200052567,3,entropy,80.0,2,2,0.02,False
0,25,40,71,0.8800358233162356,0.01780378563814973,3.2217501999111846,3,entropy,40.0,2,2,0.02,False
0,25,41,22,0.8799562725132075,0.008380269644661325,2.3523657999467105,3,gini,60.0,10,2,0.02,False
0,25,42,18,0.8792088959551873,0.014683119005246801,3.3386569999856874,3,entropy,80.0,20,8,sqrt,False
0,25,43,4,0.8791125083823964,0.013930563808255544,3.0775727002182975,3,gini,40.0,20,2,0.05,True
0,25,44,93,0.8791125083823964,0.013930563808255544,3.0465477000689134,3,gini,60.0,20,2,0.05,True
0,25,45,41,0.8780923991248185,0.015118857132267126,3.0579373001819476,3,entropy,80.0,20,4,0.02,False
0,25,46,76,0.877704667434152,0.014308521720759661,4.481560099986382,3,entropy,40.0,10,2,0.05,True
0,25,47,89,0.8772501711637535,0.02085267066844275,1.7614240000257269,3,gini,80.0,2,2,sqrt,True
0,25,48,6,0.8768772435558342,0.01868725341824256,4.32549619989004,3,entropy,40.0,2,4,0.05,True
0,25,49,90,0.8768772435558342,0.01868725341824256,4.351647199946456,3,entropy,80.0,5,4,0.05,True
0,25,50,100,0.8768772435558342,0.01868725341824256,4.392315199947916,3,entropy,,5,4,0.05,True
0,25,51,29,0.8765373688893995,0.005904609763972839,2.941807199968025,3,entropy,40.0,2,8,0.02,False
