iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
0,25,1,86,0.8902994429629459,0.010213883819953022,13.505467327000133,3,gini,80.0,2,4,0.2,False
0,25,2,58,0.8885836690095985,0.010738613189866823,17.66871422000031,3,entropy,20.0,2,2,0.2,False
0,25,3,97,0.8854142974162218,0.003648850360776291,8.95048757999939,3,entropy,,5,2,0.1,False
0,25,4,16,0.8852237838312554,0.003869296932045241,17.20908903899999,3,entropy,40.0,2,4,0.2,False
0,25,5,44,0.8846467191119866,0.0076388394816580395,7.513268205000259,3,gini,60.0,5,1,0.1,False
0,25,6,82,0.8843908407081703,0.0031368780579432627,15.453559236999808,3,gini,60.0,10,1,0.2,False
0,25,7,37,0.8833517734613677,0.005683704567592094,2.015645969000161,3,gini,,5,2,sqrt,False
0,25,8,62,0.883094188569553,0.003798592789066259,7.208503093000218,3,gini,,10,2,0.1,False
0,25,9,100,0.882768094786912,0.0024181100244310876,6.64663786499932,3,gini,80.0,2,4,0.1,False
0,25,10,55,0.8825271350810701,0.002394868108945996,6.7049938750001274,3,gini,60.0,2,4,0.1,False
0,25,11,20,0.882237091115576,0.002861316480813815,17.04677323399983,3,entropy,,20,1,0.2,False
0,25,12,93,0.882237091115576,0.002861316480813815,17.269336633999956,3,entropy,60.0,20,1,0.2,False
0,25,13,65,0.8821721488804801,0.00659217183054387,3.7408188659996995,3,gini,20.0,2,1,0.05,False
0,25,14,19,0.881723132471555,0.0011993855037255765,15.428417520000039,3,gini,,20,1,0.2,False
0,25,15,70,0.8806167736267051,0.0027578961884842626,8.18787666199978,3,entropy,60.0,10,8,0.1,False
0,25,16,90,0.8805000956070831,0.009872983899432983,13.451760182999806,3,gini,80.0,10,4,0.2,False
0,25,17,7,0.8803070096698099,0.003527686763326804,4.686212793999857,3,entropy,80.0,10,1,0.05,False
0,25,18,28,0.8789753566300554,0.010047278019370214,6.49521381600016,3,gini,60.0,20,4,0.1,False
0,25,19,81,0.8789753566300554,0.010047278019370214,6.499945399999888,3,gini,,20,4,0.1,False
0,25,20,92,0.8778072138983223,0.007573203105504294,7.501837407000039,3,gini,40.0,20,1,0.1,False
0,25,21,59,0.8777433419625006,0.008468037760921159,1.4911509649996333,3,gini,80.0,2,2,0.02,False
0,25,22,73,0.8758071426364825,0.009140225798605765,3.732462370000121,3,gini,60.0,20,1,0.05,False
0,25,23,66,0.8754725056563514,0.0016269552868573383,2.5898719730002995,3,entropy,80.0,2,4,sqrt,False
0,25,24,61,0.8754273122733104,0.004156340384765032,7.176838396999756,3,gini,40.0,20,2,0.1,False
0,25,25,89,0.875347546015596,0.006498443416960878,11.00337965000017,3,entropy,40.0,2,1,0.2,True
0,25,26,33,0.8750127079001054,0.006134640734312715,6.13353017999998,3,gini,60.0,10,8,0.1,False
0,25,27,76,0.8747755474345996,0.008531104443819599,15.882061180000164,3,entropy,,20,8,0.2,False
0,25,28,64,0.8743764865481433,0.007264652587995534,1.8808151789999101,3,gini,80.0,10,4,sqrt,False
0,25,29,94,0.8743267915489854,0.008163892008495433,4.450579786000162,3,entropy,20.0,10,4,0.05,False
0,25,30,39,0.8739112453352395,0.008949450778961395,10.838984920000257,3,entropy,60.0,2,2,0.2,True
0,25,31,57,0.8734857971559723,0.010881540082794043,12.082054255999537,3,gini,40.0,20,8,0.2,False
0,25,32,71,0.8734267534324246,0.011137565235755856,2.1331440860003568,3,gini,60.0,10,1,sqrt,False
0,25,33,32,0.871723029613309,0.00566424536933644,4.2023610590003955,3,entropy,60.0,5,8,0.05,False
0,25,34,79,0.871723029613309,0.00566424536933644,4.290556673000538,3,entropy,60.0,10,8,0.05,False
0,25,35,38,0.8708871184347539,0.0023090833410673874,2.891677248999713,3,entropy,40.0,10,2,0.05,True
0,25,36,67,0.8708693668298576,0.005081415247245763,1.9362161870003547,3,entropy,80.0,20,1,0.02,False
0,25,37,12,0.870420965357375,0.008400496665385221,10.992034952999802,3,entropy,60.0,5,1,0.2,True
0,25,38,36,0.8702282250310821,0.006257396692630192,2.399649977000081,3,entropy,20.0,2,8,sqrt,False
0,25,39,46,0.8700705091825179,0.002474541554576292,5.7307590569998865,3,entropy,20.0,2,1,0.1,True
0,25,40,80,0.8696020158796407,0.010200970549142775,1.4327264830003514,3,gini,80.0,5,4,0.02,False
0,25,41,11,0.8695120625466203,0.012878923905072791,0.6887265839995962,3,gini,20.0,5,2,log2,False
0,25,42,18,0.8685764313938638,0.013864720373773233,8.982350602000224,3,gini,20.0,2,2,0.2,True
0,25,43,83,0.8685691236380509,0.004514134330454881,5.2966017740004645,3,entropy,20.0,10,4,0.1,True
0,25,44,22,0.8680887324009975,0.010180487657191779,0.7105299119998563,3,gini,60.0,5,2,log2,False
0,25,45,1,0.8680040456337123,0.00548985131433091,2.3616755340003692,3,gini,,5,1,0.05,True
0,25,46,6,0.8670301370909573,0.0070068591433838385,5.466467258000193,3,entropy,20.0,2,2,0.1,True
0,25,47,48,0.8670301370909573,0.0070068591433838385,5.480080521999753,3,entropy,60.0,2,2,0.1,True
0,25,48,69,0.8669005576927259,0.007214339501156085,0.932135591000133,3,entropy,60.0,10,1,log2,False
